ORDERDATE,SALES,PRODUCTLINE,DEALSIZE,COUNTRY
2003-06-12,6027.75,Ships,Medium,UK
2003-08-08,3366.0,Ships,Medium,USA
2003-09-28,5456.4,Ships,Medium,Spain
2003-10-23,3812.16,Ships,Medium,Sweden
2003-11-07,6083.0,Ships,Medium,Spain
2003-11-14,3170.7,Ships,Medium,USA
2003-11-26,4534.6,Ships,Medium,Spain
2004-01-02,4301.15,Ships,Medium,France
2004-02-18,6804.63,Ships,Medium,Belgium
2004-03-20,5652.94,Ships,Medium,UK
2004-05-07,6960.48,Ships,Medium,USA
2004-06-17,4512.6,Ships,Medium,Canada
2004-07-21,2784.76,Ships,Small,Belgium
2004-08-20,5316.36,Ships,Medium,Canada
2004-09-09,2941.89,Ships,Small,Italy
2004-10-14,3207.4,Ships,Medium,UK
2004-10-29,4215.05,Ships,Medium,France
2004-11-09,4333.29,Ships,Medium,Sweden
2004-11-21,2087.13,Ships,Small,USA
2004-12-02,1711.22,Ships,Small,Spain
2005-01-26,3910.53,Ships,Medium,Japan
2005-02-23,2255.12,Ships,Small,USA
2005-03-23,5720.75,Ships,Medium,USA
2005-05-06,3335.23,Ships,Medium,USA
2003-01-09,2472.96,Vintage Cars,Small,Germany
2003-03-18,1729.65,Vintage Cars,Small,UK
2003-05-21,995.5,Vintage Cars,Small,USA
2003-09-12,2414.72,Vintage Cars,Small,USA
2003-10-18,1560.47,Vintage Cars,Small,USA
2003-11-05,1112.94,Vintage Cars,Small,Italy
2003-11-12,1138.94,Vintage Cars,Small,USA
2003-11-21,1012.4,Vintage Cars,Small,Australia
2003-12-03,913.92,Vintage Cars,Small,Spain
2004-01-26,2349.06,Vintage Cars,Small,Spain
2004-03-02,1161.12,Vintage Cars,Small,France
2004-04-29,1764.75,Vintage Cars,Small,Spain
2004-06-04,1690.9,Vintage Cars,Small,France
2004-08-17,2137.05,Vintage Cars,Small,Italy
2004-09-03,2177.1,Vintage Cars,Small,Norway
2004-10-11,1734.48,Vintage Cars,Small,France
2004-10-21,865.49,Vintage Cars,Small,USA
2004-11-04,3500.1,Vintage Cars,Medium,USA
2004-11-17,2223.52,Vintage Cars,Small,UK
2004-11-25,2311.68,Vintage Cars,Small,France
2004-12-09,828.36,Vintage Cars,Small,France
2005-01-12,856.52,Vintage Cars,Small,USA
2005-02-16,1845.45,Vintage Cars,Small,Spain
2005-03-09,4042.08,Vintage Cars,Medium,Australia
2005-05-29,1828.0,Vintage Cars,Small,USA
2003-01-29,3680.28,Trucks and Buses,Medium,Norway
2003-04-01,2925.09,Trucks and Buses,Small,France
2003-05-28,3415.77,Trucks and Buses,Medium,Spain
2003-07-24,5105.14,Trucks and Buses,Medium,USA
2003-09-21,5098.8,Trucks and Buses,Medium,Finland
2003-10-22,4661.76,Trucks and Buses,Medium,Singapore
2003-11-06,2969.96,Trucks and Buses,Small,UK
2003-11-14,3496.32,Trucks and Buses,Medium,Spain
2003-11-25,5760.93,Trucks and Buses,Medium,France
2003-12-09,6819.04,Trucks and Buses,Medium,USA
2004-02-04,3148.88,Trucks and Buses,Medium,Singapore
2004-03-11,5704.32,Trucks and Buses,Medium,USA
2004-05-05,3520.6,Trucks and Buses,Medium,Spain
2004-06-15,5285.62,Trucks and Buses,Medium,Singapore
2004-07-20,5605.05,Trucks and Buses,Medium,USA
2004-08-19,2779.5,Trucks and Buses,Small,USA
2004-09-08,5398.08,Trucks and Buses,Medium,Sweden
2004-10-13,3189.6,Trucks and Buses,Medium,USA
2004-10-22,5581.8,Trucks and Buses,Medium,Canada
2004-11-05,3820.44,Trucks and Buses,Medium,USA
2004-11-19,5528.04,Trucks and Buses,Medium,Sweden
2004-11-01,5981.42,Trucks and Buses,Medium,Spain
2004-12-10,5684.65,Trucks and Buses,Medium,Spain
2005-01-23,3449.4,Trucks and Buses,Medium,USA
2005-02-17,2654.4,Trucks and Buses,Small,USA
2005-05-03,8498.0,Trucks and Buses,Large,Spain
2005-05-31,5510.54,Trucks and Buses,Medium,France
2003-03-03,2060.45,Motorcycles,Small,Philippines
2003-05-07,2460.16,Motorcycles,Small,France
2003-07-02,1787.56,Motorcycles,Small,USA
2003-08-25,1645.65,Motorcycles,Small,USA
2003-10-10,2169.18,Motorcycles,Small,USA
2003-11-04,2816.18,Motorcycles,Small,Australia
2003-11-11,2521.05,Motorcycles,Small,France
2003-11-19,3199.98,Motorcycles,Medium,Spain
2004-01-15,1338.12,Motorcycles,Small,France
2004-02-21,2972.58,Motorcycles,Small,France
2004-04-05,2070.9,Motorcycles,Small,USA
2004-05-26,3092.6,Motorcycles,Medium,France
2004-06-30,2408.7,Motorcycles,Small,USA
2004-08-02,3472.54,Motorcycles,Medium,USA
2004-08-27,2263.28,Motorcycles,Small,USA
2004-09-30,2194.17,Motorcycles,Small,Finland
2004-10-15,1346.4,Motorcycles,Small,Norway
2004-11-03,2533.63,Motorcycles,Small,USA
2004-11-16,3403.26,Motorcycles,Medium,Philippines
2004-11-24,3307.2,Motorcycles,Medium,Austria
2004-12-07,2896.65,Motorcycles,Small,Spain
2005-01-06,2632.89,Motorcycles,Small,Finland
2005-02-03,2046.0,Motorcycles,Small,France
2005-03-04,2279.55,Motorcycles,Small,USA
2005-04-08,2150.55,Motorcycles,Small,UK
2003-03-18,3360.45,Classic Cars,Medium,UK
2003-05-21,2326.4,Classic Cars,Small,USA
2003-09-11,1545.6,Classic Cars,Small,Australia
2003-10-17,2144.6,Classic Cars,Small,Denmark
2003-11-05,1639.22,Classic Cars,Small,USA
2003-11-12,2649.6,Classic Cars,Small,USA
2003-11-20,3845.6,Classic Cars,Medium,USA
2003-12-02,4527.04,Classic Cars,Medium,USA
2004-01-16,3966.3,Classic Cars,Medium,Spain
2004-03-02,4142.58,Classic Cars,Medium,France
2004-04-13,4441.5,Classic Cars,Medium,France
2004-07-07,3315.12,Classic Cars,Medium,USA
2004-08-09,3918.53,Classic Cars,Medium,Spain
2004-09-01,2830.45,Classic Cars,Small,Singapore
2003-10-06,5298.86,Classic Cars,Medium,UK
2004-10-16,2620.8,Classic Cars,Small,Spain
2004-11-04,2181.0,Classic Cars,Small,USA
2004-11-17,3382.08,Classic Cars,Medium,UK
2004-11-29,2876.75,Classic Cars,Small,USA
2005-01-19,4107.2,Classic Cars,Medium,USA
2005-02-16,1350.0,Classic Cars,Small,Spain
2005-04-22,7182.0,Classic Cars,Large,USA
2005-05-29,3933.93,Classic Cars,Medium,Australia
2003-01-31,1742.4,Classic Cars,Small,Spain
2003-04-01,721.44,Classic Cars,Small,France
2003-06-03,1489.41,Classic Cars,Small,USA
2003-08-01,891.03,Classic Cars,Small,Finland
2003-09-21,1209.3,Classic Cars,Small,Finland
2003-10-22,859.14,Classic Cars,Small,Singapore
2003-11-06,1151.44,Classic Cars,Small,UK
2003-11-14,1336.44,Classic Cars,Small,Spain
2003-11-25,905.28,Classic Cars,Small,USA
2003-12-09,1247.4,Classic Cars,Small,USA
2004-02-10,846.51,Classic Cars,Small,USA
2004-03-11,1085.04,Classic Cars,Small,USA
2004-05-05,1767.43,Classic Cars,Small,Spain
2004-06-15,1030.44,Classic Cars,Small,Singapore
2004-07-20,1585.36,Classic Cars,Small,USA
2004-08-19,813.2,Classic Cars,Small,USA
2004-09-08,1172.34,Classic Cars,Small,USA
2004-10-13,1510.56,Classic Cars,Small,USA
2004-10-22,1448.07,Classic Cars,Small,Denmark
2004-11-05,3338.1,Classic Cars,Medium,USA
2004-11-19,1225.29,Classic Cars,Small,USA
2004-12-01,1336.68,Classic Cars,Small,USA
2004-12-10,2985.84,Classic Cars,Small,Spain
2005-01-23,5545.8,Classic Cars,Medium,USA
2005-02-22,6089.6,Classic Cars,Medium,Spain
2005-03-15,1789.4,Classic Cars,Small,Spain
2005-05-03,1082.1,Classic Cars,Small,Spain
2005-05-31,1030.44,Classic Cars,Small,France
2003-02-17,3659.32,Planes,Medium,Italy
2003-04-28,2443.6,Planes,Small,Austria
2003-06-16,2349.9,Planes,Small,USA
2003-08-10,1646.19,Planes,Small,USA
2003-10-06,1670.26,Planes,Small,Finland
2003-10-23,1467.48,Planes,Small,Sweden
2003-11-08,2748.56,Planes,Small,France
2003-11-14,1522.4,Planes,Small,UK
2003-11-27,3255.36,Planes,Medium,Philippines
2004-01-09,3535.03,Planes,Medium,USA
2004-02-19,2608.96,Planes,Small,USA
2004-05-08,1356.4,Planes,Small,USA
2004-06-24,1611.36,Planes,Small,Spain
2004-07-21,2603.2,Planes,Small,USA
2004-08-21,2219.7,Planes,Small,Norway
2004-09-15,1496.25,Planes,Small,Germany
2004-10-14,1884.0,Planes,Small,USA
2004-11-01,2166.14,Planes,Small,UK
2004-11-12,2828.16,Planes,Small,Italy
2004-11-23,6214.45,Planes,Medium,Japan
2004-12-03,1867.0,Planes,Small,UK
2005-01-31,2676.72,Planes,Small,Finland
2005-03-01,2182.44,Planes,Small,Spain
2005-03-30,1611.4,Planes,Small,France
2005-04-01,1479.84,Planes,Small,USA
2005-05-09,1424.22,Planes,Small,Australia
2003-03-18,5942.28,Classic Cars,Medium,UK
2003-05-21,2348.75,Classic Cars,Small,USA
2003-09-11,4392.12,Classic Cars,Medium,Australia
2003-10-17,2759.75,Classic Cars,Small,Denmark
2003-11-05,2728.03,Classic Cars,Small,Italy
2003-11-12,2395.8,Classic Cars,Small,USA
2003-11-20,3052.33,Classic Cars,Medium,USA
2003-12-02,4242.0,Classic Cars,Medium,USA
2004-01-22,2790.45,Classic Cars,Small,UK
2004-03-02,4340.49,Classic Cars,Medium,France
2004-04-13,2762.2,Classic Cars,Small,France
2004-07-07,4645.72,Classic Cars,Medium,USA
2004-08-09,5580.96,Classic Cars,Medium,Spain
2004-09-01,6539.04,Classic Cars,Medium,Singapore
2003-10-06,5548.95,Classic Cars,Medium,UK
2004-10-16,4595.41,Classic Cars,Medium,Spain
2004-11-17,1859.44,Classic Cars,Small,UK
2004-11-29,2093.76,Classic Cars,Small,USA
2005-01-19,4223.13,Classic Cars,Medium,USA
2005-02-16,1596.76,Classic Cars,Small,Spain
2005-04-22,5820.35,Classic Cars,Medium,USA
2005-05-29,5296.5,Classic Cars,Medium,Australia
2003-03-10,930.9,Classic Cars,Small,USA
2003-05-08,1207.44,Classic Cars,Small,France
2003-07-02,717.4,Classic Cars,Small,USA
2003-09-05,1066.75,Classic Cars,Small,USA
2003-10-11,1554.0,Classic Cars,Small,USA
2003-11-05,1277.64,Classic Cars,Small,Canada
2003-11-12,1578.79,Classic Cars,Small,Norway
2003-11-20,917.7,Classic Cars,Small,USA
2003-12-02,777.0,Classic Cars,Small,Spain
2004-01-16,1476.28,Classic Cars,Small,Spain
2004-02-22,1538.46,Classic Cars,Small,Switzerland
2004-04-12,891.2,Classic Cars,Small,Finland
2004-06-01,1706.8,Classic Cars,Small,UK
2004-07-06,1373.6,Classic Cars,Small,Italy
2004-08-06,1205.59,Classic Cars,Small,USA
2004-08-30,1427.4,Classic Cars,Small,Switzerland
2003-10-05,1649.28,Classic Cars,Small,Norway
2004-10-16,1383.03,Classic Cars,Small,Germany
2004-11-04,1229.51,Classic Cars,Small,USA
2004-11-17,1140.48,Classic Cars,Small,USA
2004-11-24,1575.6,Classic Cars,Small,Australia
2004-12-07,1386.72,Classic Cars,Small,Spain
2005-01-12,5018.4,Classic Cars,Medium,USA
2005-02-10,5856.85,Classic Cars,Medium,Spain
2005-03-04,4894.73,Classic Cars,Medium,USA
2005-04-14,2094.32,Classic Cars,Small,France
2005-05-17,640.05,Classic Cars,Small,Austria
2003-02-11,3193.52,Vintage Cars,Medium,Denmark
2003-04-28,3066.7,Vintage Cars,Medium,Austria
2003-06-12,3883.11,Vintage Cars,Medium,UK
2003-08-08,4814.25,Vintage Cars,Medium,USA
2003-10-02,2826.27,Vintage Cars,Small,USA
2003-10-23,1593.2,Vintage Cars,Small,Sweden
2003-11-07,3266.1,Vintage Cars,Medium,Spain
2003-11-14,2453.55,Vintage Cars,Small,USA
2003-11-26,3910.4,Vintage Cars,Medium,Spain
2004-01-02,1788.0,Vintage Cars,Small,France
2004-02-19,3328.07,Vintage Cars,Medium,USA
2004-03-29,3788.4,Vintage Cars,Medium,USA
2004-05-07,3053.7,Vintage Cars,Medium,USA
2004-06-17,2005.74,Vintage Cars,Small,Canada
2004-07-21,2796.12,Vintage Cars,Small,Belgium
2004-08-20,3159.96,Vintage Cars,Medium,Canada
2004-09-10,3908.62,Vintage Cars,Medium,USA
2004-10-14,2606.48,Vintage Cars,Small,UK
2004-10-29,2081.76,Vintage Cars,Small,France
2004-11-09,3519.85,Vintage Cars,Medium,Sweden
2004-11-23,10758.0,Vintage Cars,Large,Japan
2004-12-02,3021.0,Vintage Cars,Medium,Spain
2005-01-31,1891.56,Vintage Cars,Small,Finland
2005-02-23,4208.41,Vintage Cars,Medium,USA
2005-03-23,2246.4,Vintage Cars,Small,USA
2005-05-06,6107.4,Vintage Cars,Medium,USA
2003-03-18,1987.74,Classic Cars,Small,UK
2003-05-21,4068.96,Classic Cars,Medium,USA
2003-09-11,2282.22,Classic Cars,Small,Australia
2003-10-17,1541.0,Classic Cars,Small,Denmark
2003-11-05,1951.92,Classic Cars,Small,USA
2003-11-12,3107.61,Classic Cars,Medium,USA
2003-11-20,2328.64,Classic Cars,Small,USA
2003-12-02,3184.8,Classic Cars,Medium,USA
2004-01-16,2149.74,Classic Cars,Small,Spain
2004-03-02,3184.8,Classic Cars,Medium,France
2004-04-13,2114.58,Classic Cars,Small,France
2004-07-07,4256.56,Classic Cars,Medium,USA
2004-08-09,2344.98,Classic Cars,Small,Spain
2004-09-01,2328.66,Classic Cars,Small,Singapore
2003-10-06,3575.04,Classic Cars,Medium,UK
2004-10-16,2076.0,Classic Cars,Small,Spain
2004-11-04,3305.25,Classic Cars,Medium,USA
2004-11-17,1538.55,Classic Cars,Small,UK
2004-11-29,3325.92,Classic Cars,Medium,USA
2005-01-19,3662.52,Classic Cars,Medium,USA
2005-02-16,3478.64,Classic Cars,Medium,Spain
2005-04-22,1057.29,Classic Cars,Small,USA
2005-05-29,3385.9,Classic Cars,Medium,Australia
2003-03-03,1892.1,Classic Cars,Small,Philippines
2003-05-08,1707.14,Classic Cars,Small,France
2003-07-02,1785.51,Classic Cars,Small,USA
2003-09-05,2057.4,Classic Cars,Small,USA
2003-10-10,3490.0,Classic Cars,Medium,USA
2003-11-04,1707.14,Classic Cars,Small,Australia
2003-11-12,1506.96,Classic Cars,Small,Norway
2003-11-20,2880.48,Classic Cars,Small,Germany
2003-12-02,2206.6,Classic Cars,Small,Spain
2004-01-15,2351.04,Classic Cars,Small,France
2004-02-22,1205.04,Classic Cars,Small,Switzerland
2004-04-09,2935.15,Classic Cars,Small,Denmark
2004-06-01,1263.84,Classic Cars,Small,UK
2004-07-06,2935.15,Classic Cars,Small,Italy
2004-08-02,1224.6,Classic Cars,Small,USA
2004-08-30,1359.4,Classic Cars,Small,Switzerland
2003-10-04,1822.18,Classic Cars,Small,Germany
2004-10-16,2163.72,Classic Cars,Small,Germany
2004-11-03,1591.98,Classic Cars,Small,Sweden
2004-11-17,3078.5,Classic Cars,Medium,USA
2004-11-24,2997.6,Classic Cars,Small,Australia
2004-12-07,2747.8,Classic Cars,Small,Spain
2005-01-06,2447.76,Classic Cars,Small,Finland
2005-02-10,1910.84,Classic Cars,Small,Spain
2005-03-04,2430.64,Classic Cars,Small,USA
2005-05-17,2896.3,Classic Cars,Small,Austria
2003-02-17,1630.6,Vintage Cars,Small,Italy
2003-04-28,1459.6,Vintage Cars,Small,Austria
2003-06-16,1716.22,Vintage Cars,Small,USA
2003-08-10,2560.47,Vintage Cars,Small,USA
2003-10-06,1900.26,Vintage Cars,Small,Finland
2003-10-23,2019.84,Vintage Cars,Small,Sweden
2003-11-08,1988.28,Vintage Cars,Small,France
2003-11-14,1449.84,Vintage Cars,Small,UK
2003-11-27,1935.09,Vintage Cars,Small,Philippines
2004-01-09,2793.24,Vintage Cars,Small,USA
2004-02-19,3025.05,Vintage Cars,Medium,USA
2004-05-08,1742.5,Vintage Cars,Small,USA
2004-06-24,3236.1,Vintage Cars,Medium,Spain
2004-07-21,1735.92,Vintage Cars,Small,USA
2004-08-21,2795.13,Vintage Cars,Small,Norway
2004-09-15,1671.52,Vintage Cars,Small,Germany
2004-10-14,1576.74,Vintage Cars,Small,USA
2004-11-01,3615.71,Vintage Cars,Medium,UK
2004-11-12,1459.6,Vintage Cars,Small,Italy
2004-11-23,2891.01,Vintage Cars,Small,Japan
2004-12-03,2598.44,Vintage Cars,Small,UK
2004-12-17,3871.92,Vintage Cars,Medium,Australia
2005-01-31,3036.0,Vintage Cars,Medium,Finland
2005-03-01,2231.6,Vintage Cars,Small,Spain
2005-03-30,2436.78,Vintage Cars,Small,France
2005-04-01,2173.6,Vintage Cars,Small,USA
2005-05-09,1254.6,Vintage Cars,Small,Australia
2003-03-18,3724.42,Classic Cars,Medium,UK
2003-05-21,5203.0,Classic Cars,Medium,USA
2003-09-11,3469.5,Classic Cars,Medium,Australia
2003-10-17,3148.2,Classic Cars,Medium,Denmark
2003-11-05,2167.22,Classic Cars,Small,USA
2003-11-12,6244.07,Classic Cars,Medium,USA
2003-11-20,5566.0,Classic Cars,Medium,USA
2003-12-02,4368.96,Classic Cars,Medium,USA
2004-01-16,4039.26,Classic Cars,Medium,Spain
2004-02-26,4420.32,Classic Cars,Medium,USA
2004-04-13,2341.71,Classic Cars,Small,France
2004-07-07,5110.98,Classic Cars,Medium,USA
2004-08-09,6168.0,Classic Cars,Medium,Spain
2004-09-01,4873.26,Classic Cars,Medium,Singapore
2003-10-05,2120.14,Classic Cars,Small,Norway
2004-10-16,4236.14,Classic Cars,Medium,Spain
2004-11-04,1888.95,Classic Cars,Small,USA
2004-11-17,1152.58,Classic Cars,Small,UK
2004-11-29,2492.88,Classic Cars,Small,USA
2005-01-19,1991.6,Classic Cars,Small,USA
2005-02-16,3953.18,Classic Cars,Medium,Spain
2005-04-22,3729.39,Classic Cars,Medium,USA
2005-05-29,2617.16,Classic Cars,Small,Australia
2003-02-11,3983.5,Vintage Cars,Medium,Denmark
2003-04-28,3169.95,Vintage Cars,Medium,Austria
2003-06-12,3899.5,Vintage Cars,Medium,UK
2003-08-10,1851.73,Vintage Cars,Small,USA
2003-10-06,2513.41,Vintage Cars,Small,Finland
2003-10-23,2431.94,Vintage Cars,Small,Sweden
2003-11-08,1514.52,Vintage Cars,Small,France
2003-11-14,3079.44,Vintage Cars,Medium,UK
2003-11-26,1900.36,Vintage Cars,Small,Spain
2004-01-09,1974.06,Vintage Cars,Small,USA
2004-02-19,3703.46,Vintage Cars,Medium,USA
2004-05-07,1755.13,Vintage Cars,Small,USA
2004-06-24,4273.29,Vintage Cars,Medium,Spain
2004-07-21,3984.96,Vintage Cars,Medium,Belgium
2004-08-20,2407.68,Vintage Cars,Small,Canada
2004-09-15,1697.3,Vintage Cars,Small,Germany
2004-10-14,2011.02,Vintage Cars,Small,USA
2004-11-01,2306.25,Vintage Cars,Small,UK
2004-11-09,1845.0,Vintage Cars,Small,Sweden
2004-11-23,2493.12,Vintage Cars,Small,Japan
2004-12-02,1508.5,Vintage Cars,Small,Spain
2005-01-31,2394.3,Vintage Cars,Small,Finland
2005-02-28,3164.98,Vintage Cars,Medium,USA
2005-03-23,3351.09,Vintage Cars,Medium,USA
2005-04-01,3064.32,Vintage Cars,Medium,USA
2005-05-06,3891.81,Vintage Cars,Medium,USA
2003-03-03,5448.8,Classic Cars,Medium,Philippines
2003-05-08,5494.97,Classic Cars,Medium,France
2003-07-02,6336.07,Classic Cars,Medium,USA
2003-09-05,2906.97,Classic Cars,Small,USA
2003-10-11,4767.7,Classic Cars,Medium,USA
2003-11-04,3819.56,Classic Cars,Medium,Austria
2003-11-12,3861.75,Classic Cars,Medium,Norway
2003-11-20,6319.35,Classic Cars,Medium,USA
2003-12-02,6996.42,Classic Cars,Medium,Spain
2004-01-16,6949.67,Classic Cars,Medium,Spain
2004-02-22,4550.0,Classic Cars,Medium,Switzerland
2004-04-12,4479.63,Classic Cars,Medium,Finland
2004-06-01,5148.0,Classic Cars,Medium,UK
2004-07-06,2932.08,Classic Cars,Small,Italy
2004-08-06,3159.75,Classic Cars,Medium,USA
2004-08-30,4297.32,Classic Cars,Medium,Switzerland
2003-10-05,7723.5,Classic Cars,Large,Norway
2004-10-16,5497.65,Classic Cars,Medium,Germany
2004-11-04,4052.88,Classic Cars,Medium,USA
2004-11-17,3135.93,Classic Cars,Medium,USA
2004-11-24,5013.54,Classic Cars,Medium,Australia
2004-12-07,5302.72,Classic Cars,Medium,Spain
2005-01-06,2931.98,Classic Cars,Small,Finland
2005-02-10,1757.91,Classic Cars,Small,Spain
2005-03-04,6763.05,Classic Cars,Medium,USA
2005-04-14,11739.7,Classic Cars,Large,France
2005-05-17,9240.0,Classic Cars,Large,Austria
2003-02-17,3241.5,Planes,Medium,Italy
2003-04-28,1968.12,Planes,Small,Austria
2003-06-16,4094.5,Planes,Medium,USA
2003-08-10,1853.32,Planes,Small,USA
2003-10-06,3392.84,Planes,Medium,Finland
2003-10-28,1971.54,Planes,Small,USA
2003-11-08,2169.9,Planes,Small,France
2003-11-27,2846.17,Planes,Small,Philippines
2004-01-12,2018.4,Planes,Small,Japan
2004-02-19,2718.72,Planes,Small,USA
2004-04-02,1981.65,Planes,Small,Canada
2004-05-11,3002.4,Planes,Medium,USA
2004-06-24,2948.16,Planes,Small,Spain
2004-07-23,3357.49,Planes,Medium,France
2004-08-21,1175.16,Planes,Small,Norway
2004-09-15,2292.8,Planes,Small,Germany
2004-10-15,3286.49,Planes,Medium,USA
2004-11-01,2333.7,Planes,Small,UK
2004-11-12,2675.05,Planes,Small,Italy
2004-11-23,4361.4,Planes,Medium,Japan
2004-12-03,2018.58,Planes,Small,UK
2004-12-17,3710.98,Planes,Medium,Australia
2005-01-31,2847.0,Planes,Small,Finland
2005-03-01,3006.12,Planes,Medium,Spain
2005-03-30,2797.84,Planes,Small,France
2005-04-03,3843.2,Planes,Medium,USA
2005-05-10,1351.08,Planes,Small,Italy
2003-01-06,1689.03,Vintage Cars,Small,USA
2003-03-18,1654.56,Vintage Cars,Small,UK
2003-05-21,1528.58,Vintage Cars,Small,USA
2003-09-12,1013.48,Vintage Cars,Small,USA
2003-10-18,1442.26,Vintage Cars,Small,USA
2003-11-05,1163.05,Vintage Cars,Small,Italy
2003-11-12,971.98,Vintage Cars,Small,USA
2003-11-21,902.66,Vintage Cars,Small,Australia
2003-12-02,1295.97,Vintage Cars,Small,USA
2004-01-26,1534.72,Vintage Cars,Small,Spain
2004-03-02,1185.3,Vintage Cars,Small,France
2004-04-20,1698.78,Vintage Cars,Small,USA
2004-08-17,1381.05,Vintage Cars,Small,Italy
2004-09-01,1340.46,Vintage Cars,Small,Singapore
2004-10-06,965.04,Vintage Cars,Small,Spain
2004-10-21,1093.99,Vintage Cars,Small,USA
2004-11-17,3166.84,Vintage Cars,Medium,UK
2004-11-29,2143.68,Vintage Cars,Small,USA
2005-01-19,1717.64,Vintage Cars,Small,USA
2005-02-16,4086.29,Vintage Cars,Medium,Spain
2005-04-22,553.95,Vintage Cars,Small,Japan
2005-05-29,652.35,Vintage Cars,Small,Australia
2003-01-31,2921.62,Classic Cars,Small,Spain
2003-04-04,5568.64,Classic Cars,Medium,USA
2003-06-03,1939.8,Classic Cars,Small,USA
2003-08-01,3784.8,Classic Cars,Medium,Finland
2003-09-25,2802.09,Classic Cars,Small,Australia
2003-10-22,2384.64,Classic Cars,Small,Singapore
2003-11-06,2915.66,Classic Cars,Small,Italy
2003-11-14,5795.72,Classic Cars,Medium,Spain
2003-11-25,3699.88,Classic Cars,Medium,USA
2003-12-09,2980.6,Classic Cars,Small,USA
2004-02-12,5032.74,Classic Cars,Medium,Ireland
2004-03-15,4737.15,Classic Cars,Medium,Germany
2004-05-05,6311.2,Classic Cars,Medium,Spain
2004-07-20,3070.54,Classic Cars,Medium,USA
2004-08-20,4797.39,Classic Cars,Medium,USA
2004-09-08,3832.38,Classic Cars,Medium,USA
2004-10-13,4641.48,Classic Cars,Medium,USA
2004-10-22,4000.26,Classic Cars,Medium,Denmark
2004-11-05,5325.76,Classic Cars,Medium,Norway
2004-11-20,4618.69,Classic Cars,Medium,France
2004-12-01,3182.97,Classic Cars,Medium,USA
2004-12-15,2603.04,Classic Cars,Small,France
2005-01-23,1408.96,Classic Cars,Small,USA
2005-02-22,1972.11,Classic Cars,Small,Spain
2005-03-15,5207.75,Classic Cars,Medium,Spain
2005-05-03,4253.2,Classic Cars,Medium,Spain
2003-01-29,2873.0,Vintage Cars,Small,Norway
2003-03-25,2253.68,Vintage Cars,Small,USA
2003-05-28,3576.12,Vintage Cars,Medium,Spain
2003-07-16,3276.13,Vintage Cars,Medium,Australia
2003-09-12,1811.4,Vintage Cars,Small,USA
2003-10-20,3845.1,Vintage Cars,Medium,USA
2003-11-05,2571.14,Vintage Cars,Small,Italy
2003-11-13,5035.11,Vintage Cars,Medium,USA
2003-11-21,2279.0,Vintage Cars,Small,Australia
2003-12-05,3213.87,Vintage Cars,Medium,Canada
2004-01-29,3532.23,Vintage Cars,Medium,USA
2004-03-10,3406.59,Vintage Cars,Medium,USA
2004-04-29,3467.2,Vintage Cars,Medium,Spain
2004-06-14,3628.94,Vintage Cars,Medium,USA
2004-07-16,4674.72,Vintage Cars,Medium,Austria
2004-08-17,1656.69,Vintage Cars,Small,Italy
2004-09-07,5171.4,Vintage Cars,Medium,USA
2004-10-11,3342.57,Vintage Cars,Medium,France
2004-10-21,4884.88,Vintage Cars,Medium,USA
2004-11-05,6267.69,Vintage Cars,Medium,USA
2004-11-18,4424.16,Vintage Cars,Medium,USA
2004-11-01,1962.09,Vintage Cars,Small,Spain
2004-12-10,6847.0,Vintage Cars,Medium,Spain
2005-01-20,3476.8,Vintage Cars,Medium,USA
2005-02-17,4592.61,Vintage Cars,Medium,USA
2005-05-30,2208.92,Vintage Cars,Small,Belgium
2003-02-17,1657.76,Planes,Small,Italy
2003-04-29,2479.21,Planes,Small,Australia
2003-06-27,3565.92,Planes,Medium,Spain
2003-08-25,2797.41,Planes,Small,USA
2003-10-28,3756.0,Planes,Medium,USA
2004-01-12,2840.0,Planes,Small,Japan
2004-02-20,1716.26,Planes,Small,Australia
2004-04-02,3245.6,Planes,Medium,Canada
2004-05-11,2760.94,Planes,Small,USA
2004-06-28,1808.4,Planes,Small,USA
2004-07-23,1682.37,Planes,Small,France
2004-08-21,1491.0,Planes,Small,Norway
2004-09-16,1666.35,Planes,Small,Ireland
2004-10-15,3666.08,Planes,Medium,USA
2004-11-02,2916.2,Planes,Small,USA
2004-11-12,2616.98,Planes,Small,Italy
2004-11-24,3390.8,Planes,Medium,Spain
2004-12-04,3146.5,Planes,Medium,USA
2004-12-17,1561.5,Planes,Small,Australia
2005-02-03,10039.6,Planes,Large,France
2005-03-01,3167.0,Planes,Medium,Spain
2005-03-30,3521.25,Planes,Medium,France
2005-04-03,4219.28,Planes,Medium,USA
2005-05-10,3581.76,Planes,Medium,Italy
2003-03-03,2130.01,Classic Cars,Small,Philippines
2003-05-08,2063.06,Classic Cars,Small,France
2003-07-02,2008.13,Classic Cars,Small,USA
2003-09-05,2004.77,Classic Cars,Small,USA
2003-10-10,1543.3,Classic Cars,Small,USA
2003-11-04,2269.92,Classic Cars,Small,Australia
2003-11-11,1991.92,Classic Cars,Small,France
2003-11-20,2916.76,Classic Cars,Small,Germany
2004-01-15,2027.52,Classic Cars,Small,France
2004-02-22,3235.18,Classic Cars,Medium,Switzerland
2004-04-09,2062.94,Classic Cars,Small,Denmark
2004-05-26,3317.78,Classic Cars,Medium,France
2004-06-30,3913.69,Classic Cars,Medium,USA
